Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price
11/12/2021,NATIONAL,FRUITS,TANGERINES,,,,3 lb bag,234,3.83
11/12/2021,NATIONAL,FRUITS,TANGERINES,,,,5 lb package,242,7.99
11/12/2021,NATIONAL,FRUITS,TANGERINES,,,,each,24,0.8
11/12/2021,NATIONAL,FRUITS,TANGERINES,,,,per pound,110,1.3
11/12/2021,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,22,1.88
11/12/2021,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,each,104,3.64
11/12/2021,NATIONAL,VEGETABLES,ARTICHOKES,,,,each,880,2.3
11/12/2021,NATIONAL,VEGETABLES,ASPARAGUS,GREEN,,,per pound,"7,351",2.67
11/12/2021,NATIONAL,VEGETABLES,BEANS,ROUND GREEN TYPE,,,per pound,"1,062",1.64
11/12/2021,NATIONAL,VEGETABLES,BEETS,,,,per pound,53,0.4
11/12/2021,NATIONAL,VEGETABLES,BOK CHOY,,,,per pound,8,1.29
11/12/2021,NATIONAL,VEGETABLES,BROCCOLI,,,,per bunch,213,2.09
11/12/2021,NATIONAL,VEGETABLES,BROCCOLI,,,,per pound,54,1.95
11/12/2021,NATIONAL,VEGETABLES,BROCCOLI,CROWN CUT,,,per pound,"2,670",1.72
11/12/2021,NATIONAL,VEGETABLES,BRUSSELS SPROUTS,,,,2 lb bag,267,5.99
11/12/2021,NATIONAL,VEGETABLES,BRUSSELS SPROUTS,,,,per pound,"4,638",2.47
11/12/2021,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,74,0.49
11/12/2021,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,785",0.62
11/12/2021,NATIONAL,VEGETABLES,CACTUS LEAF (NOPALES),,,,per pound,6,0.79
11/12/2021,NATIONAL,VEGETABLES,CARROTS,,,,1 lb bag,198,0.76
11/12/2021,NATIONAL,VEGETABLES,CARROTS,,,,2 lb bag,"1,148",1.39
11/12/2021,NATIONAL,VEGETABLES,CARROTS,,,,per bunch,182,1.36
11/12/2021,NATIONAL,VEGETABLES,CARROTS,,,,per pound,134,0.66
11/12/2021,NATIONAL,VEGETABLES,CARROTS,BABY PEELED,,,1 lb bag,"2,785",1.53
11/12/2021,NATIONAL,VEGETABLES,CARROTS,BABY PEELED,,,2 lb bag,"2,771",2.43
11/12/2021,NATIONAL,VEGETABLES,CAULIFLOWER,,,,each,"1,333",2.45
11/12/2021,NATIONAL,VEGETABLES,CAULIFLOWER,,,,per pound,398,1.64
11/12/2021,NATIONAL,VEGETABLES,CELERY,,,,each,646,1.55
11/12/2021,NATIONAL,VEGETABLES,CELERY,,,,per pound,43,1.39
11/12/2021,NATIONAL,VEGETABLES,CELERY,HEARTS,,,each,"1,252",2.69
11/12/2021,NATIONAL,VEGETABLES,CHAYOTE,,,,each,173,0.35
11/12/2021,NATIONAL,VEGETABLES,CHAYOTE,,,,per pound,134,0.64
11/12/2021,NATIONAL,VEGETABLES,CHINESE CABBAGE,,,,per pound,167,0.77
11/12/2021,NATIONAL,VEGETABLES,COLLARD GREENS,,,,1 lb bag,319,2.52
11/12/2021,NATIONAL,VEGETABLES,COLLARD GREENS,,,,per bunch,41,0.77
11/12/2021,NATIONAL,VEGETABLES,COLLARD GREENS,,,,per pound,87,1.17
11/12/2021,NATIONAL,VEGETABLES,CORN-SWEET,,,,each,2,0.99
11/12/2021,NATIONAL,VEGETABLES,CUCUMBERS,,,,each,"2,126",0.7
11/12/2021,NATIONAL,VEGETABLES,CUCUMBERS,,,,per pound,48,0.97
11/12/2021,NATIONAL,VEGETABLES,CUCUMBERS,LONG SEEDLESS,,Greenhouse,each,"1,732",1.2
11/12/2021,NATIONAL,VEGETABLES,EGGPLANT,,,,each,198,1.99
11/12/2021,NATIONAL,VEGETABLES,EGGPLANT,,,,per pound,542,1.13
11/12/2021,NATIONAL,VEGETABLES,GARLIC,,,,per pound,8,3.99
11/12/2021,NATIONAL,VEGETABLES,GARLIC,,,,per sleeve,98,1.91
11/12/2021,NATIONAL,VEGETABLES,KALE GREENS,,,,1 lb bag,260,2.52
11/12/2021,NATIONAL,VEGETABLES,KALE GREENS,,,,per bunch,282,0.96
11/12/2021,NATIONAL,VEGETABLES,KALE GREENS,,,,per pound,37,0.99
11/12/2021,NATIONAL,VEGETABLES,"LETTUCE, GREEN LEAF",,,,each,257,1.52
11/12/2021,NATIONAL,VEGETABLES,"LETTUCE, ICEBERG",,,,each,50,1.99
11/12/2021,NATIONAL,VEGETABLES,"LETTUCE, RED LEAF",,,,each,232,1.5
11/12/2021,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",,,,each,247,1.59
11/12/2021,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",,,,per pound,55,2.07
11/12/2021,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",HEARTS,,,3 count package,596,3.04
11/12/2021,NATIONAL,VEGETABLES,MUSHROOMS,PORTOBELLA,,,6 oz package,6,2.99
11/12/2021,NATIONAL,VEGETABLES,MUSHROOMS,PORTOBELLA,,,8 oz package,90,2.18
11/12/2021,NATIONAL,VEGETABLES,MUSHROOMS,WHITE,,,6 oz package,23,2.49
11/12/2021,NATIONAL,VEGETABLES,MUSHROOMS,WHITE,,,8 oz package,"2,528",1.9
11/12/2021,NATIONAL,VEGETABLES,MUSHROOMS,WHITE,,,per pound,19,3.49
11/12/2021,NATIONAL,VEGETABLES,MUSTARD,,,,1 lb bag,18,2.78
11/12/2021,NATIONAL,VEGETABLES,MUSTARD,,,,per bunch,41,0.77
11/12/2021,NATIONAL,VEGETABLES,ONIONS GREEN,,,,per bunch,767,0.52
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",GREEN,,,each,"1,944",0.81
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",GREEN,,,per pound,303,1.77
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,Greenhouse,each,682,1.67
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,,each,"3,003",1.22
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,,per pound,151,2.92
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,Greenhouse,per pound,79,2.99
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,Greenhouse,each,682,1.67
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,,each,"3,060",1.22
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,,per pound,177,2.91
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,Greenhouse,per pound,79,2.99
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,Greenhouse,each,682,1.67
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,,each,"3,060",1.22
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,,per pound,157,2.86
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,Greenhouse,per pound,79,2.99
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, OTHER",JALAPENO,,,per pound,"1,168",0.92
11/12/2021,NATIONAL,VEGETABLES,"PEPPERS, OTHER",MIXED MINI SWEET TYPES,,,1 lb package,749,2.1
11/12/2021,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,each,242,2.5
11/12/2021,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,26,0.78
11/12/2021,NATIONAL,VEGETABLES,RADISHES,,,,1 lb bag,190,1.5
11/12/2021,NATIONAL,VEGETABLES,RADISHES,,,,per bunch,614,0.47
11/12/2021,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,1 lb bag,18,2.5
11/12/2021,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,10 - 12 oz package,"2,714",2.67
11/12/2021,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,5 - 9 oz package,"2,584",2.69
11/12/2021,NATIONAL,VEGETABLES,SPINACH,,,,per bunch,39,0.86
11/12/2021,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,10 oz package,225,3.22
11/12/2021,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,5 - 6 oz package,554,2.72
11/12/2021,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,8 oz package,87,2.75
11/12/2021,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,9 oz package,421,2.5
11/12/2021,NATIONAL,VEGETABLES,SQUASH,ACORN,,,per pound,"3,751",0.96
11/12/2021,NATIONAL,VEGETABLES,SQUASH,BUTTERNUT,,,per pound,"3,736",0.96
11/12/2021,NATIONAL,VEGETABLES,SQUASH,GREY,,,per pound,539,0.74
11/12/2021,NATIONAL,VEGETABLES,SQUASH,SPAGHETTI,,,per pound,"3,612",0.96
11/12/2021,NATIONAL,VEGETABLES,SQUASH,YELLOW CROOKNECK/STRAIGHTNECK,,,per pound,"2,716",1.2
11/12/2021,NATIONAL,VEGETABLES,SQUASH,ZUCCHINI,,,per pound,"4,826",1.16
11/12/2021,NATIONAL,VEGETABLES,SWEET POTATOES,,,,per pound,"4,610",0.83
11/12/2021,NATIONAL,VEGETABLES,SWISS CHARD,,,,per bunch,6,0.99
11/12/2021,NATIONAL,VEGETABLES,TOMATILLOS,,,,per pound,804,1.07
11/12/2021,NATIONAL,VEGETABLES,TOMATOES,,,,per pound,795,1.89
11/12/2021,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,90,2.12
11/12/2021,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,"1,328",1.96
11/12/2021,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"2,134",1.79
11/12/2021,NATIONAL,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,57,4.56
11/12/2021,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,877,2.36
11/12/2021,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,533,2.87
11/12/2021,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,"1,226",1.28
11/12/2021,NATIONAL,VEGETABLES,TURNIP TOPS GREENS,,,,1 lb bag,8,2.5
11/12/2021,NATIONAL,VEGETABLES,TURNIP TOPS GREENS,,,,per bunch,41,0.77
11/19/2021,NATIONAL,FRUITS,APPLES,BRAEBURN,,,per pound,167,1.22
11/19/2021,NATIONAL,FRUITS,APPLES,FUJI,,,3 lb bag,6,3.99
11/19/2021,NATIONAL,FRUITS,APPLES,FUJI,,,5 lb bag,247,4.96
11/19/2021,NATIONAL,FRUITS,APPLES,FUJI,,,per pound,"2,087",1.39
11/19/2021,NATIONAL,FRUITS,APPLES,GALA,,,2 lb bag,94,2.54
11/19/2021,NATIONAL,FRUITS,APPLES,GALA,,,3 lb bag,90,3.15
11/19/2021,NATIONAL,FRUITS,APPLES,GALA,,,5 lb bag,247,4.96
11/19/2021,NATIONAL,FRUITS,APPLES,GALA,,,per pound,"2,728",1.34
11/19/2021,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,84,2.96
11/19/2021,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,39,1.06
11/19/2021,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,2 lb bag,18,3.99
11/19/2021,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,"2,910",3.63
11/19/2021,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,5 lb bag,247,4.96
11/19/2021,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,per pound,"5,493",1.53
11/19/2021,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,2 lb bag,136,2.95
11/19/2021,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,140,4.61
11/19/2021,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,per pound,"4,173",2.29
11/19/2021,NATIONAL,FRUITS,APPLES,JONAGOLD,,,3 lb bag,21,2.5
11/19/2021,NATIONAL,FRUITS,APPLES,JONAGOLD,,,per pound,65,1.4
11/19/2021,NATIONAL,FRUITS,APPLES,JONATHAN,,,3 lb bag,45,3.57
11/19/2021,NATIONAL,FRUITS,APPLES,MCINTOSH,,,2 lb bag,86,2.5
11/19/2021,NATIONAL,FRUITS,APPLES,MCINTOSH,,,3 lb bag,"1,250",3.09
11/19/2021,NATIONAL,FRUITS,APPLES,MCINTOSH,,,per pound,483,1.3
11/19/2021,NATIONAL,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,"1,532",1.4
11/19/2021,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,2 lb bag,86,2.5
11/19/2021,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,197,3.64
11/19/2021,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,per pound,980,1.34
11/19/2021,NATIONAL,FRUITS,APPLES,ROME,,,3 lb bag,"1,055",3.01
11/19/2021,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),"2,637",2.21
11/19/2021,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,128 oz (1 gallon),204,8.29
11/19/2021,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,64 oz (1/2 gallon),803,3.45
11/19/2021,NATIONAL,FRUITS,AVOCADOS,HASS,,,each,"4,295",1.37
11/19/2021,NATIONAL,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,each,130,1.43
11/19/2021,NATIONAL,FRUITS,BANANAS,,,,per pound,618,0.46
11/19/2021,NATIONAL,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,"3,899",2.73
11/19/2021,NATIONAL,FRUITS,BLUEBERRIES,,,,1 pint package,"2,988",3.03
11/19/2021,NATIONAL,FRUITS,BLUEBERRIES,,,,18 oz package,"3,155",4.61
11/19/2021,NATIONAL,FRUITS,BLUEBERRIES,,,,6 oz package,"2,461",2.93
11/19/2021,NATIONAL,FRUITS,CACTUS PEARS,,,,each,7,0.33
11/19/2021,NATIONAL,FRUITS,CANTALOUPS,,,,each,"1,006",3.14
11/19/2021,NATIONAL,FRUITS,CHERRIES,RED VARIETIES,,,per pound,271,5.07
11/19/2021,NATIONAL,FRUITS,CLEMENTINES,,,,2 lb bag,373,3.43
11/19/2021,NATIONAL,FRUITS,CLEMENTINES,,,,3 lb bag,"4,958",4.15
11/19/2021,NATIONAL,FRUITS,CLEMENTINES,,,,5 lb package,729,5.84
11/19/2021,NATIONAL,FRUITS,CRANBERRIES,,,,12 oz bag,"14,089",1.93
11/19/2021,NATIONAL,FRUITS,CRANBERRIES,,,,8 oz package,75,2.2
11/19/2021,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,5 lb bag,16,4.99
11/19/2021,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,each,448,1.1
11/19/2021,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,per pound,186,0.99
11/19/2021,NATIONAL,FRUITS,GRAPES,BLACK SEEDLESS,,,per pound,"2,289",1.9
11/19/2021,NATIONAL,FRUITS,GRAPES,RED GLOBE,,,per pound,212,2.56
11/19/2021,NATIONAL,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"7,158",2.15
11/19/2021,NATIONAL,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,"6,654",2.21
11/19/2021,NATIONAL,FRUITS,HONEYDEWS,,,,each,24,2.88
11/19/2021,NATIONAL,FRUITS,HONEYDEWS,,,,per pound,8,1.29
11/19/2021,NATIONAL,FRUITS,KIWIFRUIT,HAYWARD,,,each,456,0.39
11/19/2021,NATIONAL,FRUITS,LEMONS,,,,2 lb bag,496,4.51
11/19/2021,NATIONAL,FRUITS,LEMONS,,,,each,"2,110",0.66
11/19/2021,NATIONAL,FRUITS,LEMONS,,,,per pound,55,0.54
11/19/2021,NATIONAL,FRUITS,LIMES,,,,each,"2,049",0.38
11/19/2021,NATIONAL,FRUITS,LIMES,,,,per pound,284,0.67
11/19/2021,NATIONAL,FRUITS,MANGOES,,,,each,"1,699",1.09
11/19/2021,NATIONAL,FRUITS,MANGOES,,,,per pound,21,3.99
11/19/2021,NATIONAL,FRUITS,ORANGES,NAVEL,,,3 lb bag,330,3.32
11/19/2021,NATIONAL,FRUITS,ORANGES,NAVEL,,,4 lb bag,"3,832",3.57
11/19/2021,NATIONAL,FRUITS,ORANGES,NAVEL,,,8 lb bag,43,6.99
11/19/2021,NATIONAL,FRUITS,ORANGES,NAVEL,,,each,"1,733",0.85
11/19/2021,NATIONAL,FRUITS,ORANGES,NAVEL,,,per pound,"1,386",1.3
11/19/2021,NATIONAL,FRUITS,ORANGES,VALENCIA,,,4 lb bag,15,3.49
11/19/2021,NATIONAL,FRUITS,ORANGES,VALENCIA,,,per pound,5,0.5
11/19/2021,NATIONAL,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,127,1.16
11/19/2021,NATIONAL,FRUITS,PEARS,BARTLETT,,,per pound,"3,122",1.68
11/19/2021,NATIONAL,FRUITS,PEARS,BOSC,,,per pound,"1,948",1.66
11/19/2021,NATIONAL,FRUITS,PEARS,D'ANJOU,,,per pound,"1,469",1.79
11/19/2021,NATIONAL,FRUITS,PERSIMMONS,,,,each,"2,193",1.72
11/19/2021,NATIONAL,FRUITS,PERSIMMONS,,,,per pound,184,1.25
11/19/2021,NATIONAL,FRUITS,PINEAPPLES,,,,each,"10,789",2.09
11/19/2021,NATIONAL,FRUITS,PINEAPPLES,,,,per pound,635,0.71
11/19/2021,NATIONAL,FRUITS,PLUMS,,,,per pound,45,0.99
11/19/2021,NATIONAL,FRUITS,POMEGRANATES,,,,each,"5,688",2.29
11/19/2021,NATIONAL,FRUITS,PRUNES,,,,per pound,7,2.99
11/19/2021,NATIONAL,FRUITS,RASPBERRIES,RED,,,6 oz package,"5,309",2.76
11/19/2021,NATIONAL,FRUITS,SATSUMA,,,,3 lb bag,60,5.36
11/19/2021,NATIONAL,FRUITS,SATSUMA,,,,per pound,102,2.27
11/19/2021,NATIONAL,FRUITS,STRAWBERRIES,,,,1 lb package,281,3.46
11/19/2021,NATIONAL,FRUITS,STRAWBERRIES,,,,2 lb package,16,4.99
11/19/2021,NATIONAL,FRUITS,TANGERINES,,,,2 lb bag,583,3.46
11/19/2021,NATIONAL,FRUITS,TANGERINES,,,,3 lb bag,"5,014",4.2
11/19/2021,NATIONAL,FRUITS,TANGERINES,,,,5 lb package,242,9.99
11/19/2021,NATIONAL,FRUITS,TANGERINES,,,,per pound,148,1.76
11/19/2021,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,200,1.71
11/19/2021,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,43,0.79
11/19/2021,NATIONAL,VEGETABLES,ARTICHOKES,,,,each,370,2.15
11/19/2021,NATIONAL,VEGETABLES,ASPARAGUS,GREEN,,,per pound,"9,972",2.6
11/19/2021,NATIONAL,VEGETABLES,BEANS,ROUND GREEN TYPE,,,per pound,"6,364",1.7
11/19/2021,NATIONAL,VEGETABLES,BEETS,,,,per pound,49,0.67
11/19/2021,NATIONAL,VEGETABLES,BOK CHOY,,,,per pound,3,1.99
11/19/2021,NATIONAL,VEGETABLES,BROCCOLI,,,,per bunch,617,2
11/19/2021,NATIONAL,VEGETABLES,BROCCOLI,,,,per pound,475,1.2
11/19/2021,NATIONAL,VEGETABLES,BROCCOLI,BABY HYBRID TYPE,,,per bunch,25,3.27
11/19/2021,NATIONAL,VEGETABLES,BROCCOLI,BABY HYBRID TYPE,,,per pound,186,0.99
11/19/2021,NATIONAL,VEGETABLES,BROCCOLI,CROWN CUT,,,per pound,"2,937",1.75
11/19/2021,NATIONAL,VEGETABLES,BRUSSELS SPROUTS,,,,2 lb bag,441,4.76
11/19/2021,NATIONAL,VEGETABLES,BRUSSELS SPROUTS,,,,per pound,"5,279",2.29
11/19/2021,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,629",0.64
11/19/2021,NATIONAL,VEGETABLES,CACTUS LEAF (NOPALES),,,,each,30,0.33
11/19/2021,NATIONAL,VEGETABLES,CACTUS LEAF (NOPALES),,,,per pound,8,0.69
11/19/2021,NATIONAL,VEGETABLES,CARROTS,,,,1 lb bag,266,0.96
11/19/2021,NATIONAL,VEGETABLES,CARROTS,,,,2 lb bag,746,1.28
11/19/2021,NATIONAL,VEGETABLES,CARROTS,,,,per bunch,96,0.79
11/19/2021,NATIONAL,VEGETABLES,CARROTS,,,,per pound,322,0.51
11/19/2021,NATIONAL,VEGETABLES,CARROTS,BABY PEELED,,,1 lb bag,"3,257",1.24
11/19/2021,NATIONAL,VEGETABLES,CARROTS,BABY PEELED,,,2 lb bag,"2,651",2.32
11/19/2021,NATIONAL,VEGETABLES,CAULIFLOWER,,,,each,513,3.03
11/19/2021,NATIONAL,VEGETABLES,CAULIFLOWER,,,,per pound,937,1.08
11/19/2021,NATIONAL,VEGETABLES,CELERY,,,,each,"11,202",1.19
11/19/2021,NATIONAL,VEGETABLES,CELERY,,,,per pound,305,1
11/19/2021,NATIONAL,VEGETABLES,CELERY,HEARTS,,,each,513,2.73
11/19/2021,NATIONAL,VEGETABLES,CHAYOTE,,,,each,171,0.34
11/19/2021,NATIONAL,VEGETABLES,CHAYOTE,,,,per pound,68,0.59
11/19/2021,NATIONAL,VEGETABLES,COLLARD GREENS,,,,1 lb bag,"2,157",2.57
11/19/2021,NATIONAL,VEGETABLES,COLLARD GREENS,,,,per bunch,"2,225",1.99
11/19/2021,NATIONAL,VEGETABLES,COLLARD GREENS,,,,per pound,"1,441",0.94
11/19/2021,NATIONAL,VEGETABLES,CUCUMBERS,,,,each,"1,819",0.64
11/19/2021,NATIONAL,VEGETABLES,CUCUMBERS,LONG SEEDLESS,,Greenhouse,each,812,1.34
11/19/2021,NATIONAL,VEGETABLES,EGGPLANT,,,,per pound,373,1.4
11/19/2021,NATIONAL,VEGETABLES,GARLIC,,,,per pound,8,3.99
11/19/2021,NATIONAL,VEGETABLES,GARLIC,,,,per sleeve,86,1.97
11/19/2021,NATIONAL,VEGETABLES,KALE GREENS,,,,1 lb bag,"2,051",2.56
11/19/2021,NATIONAL,VEGETABLES,KALE GREENS,,,,per bunch,"1,124",1.93
11/19/2021,NATIONAL,VEGETABLES,KALE GREENS,,,,per pound,951,0.91
11/19/2021,NATIONAL,VEGETABLES,"LETTUCE, BOSTON",,,,each,20,1.99
11/19/2021,NATIONAL,VEGETABLES,"LETTUCE, GREEN LEAF",,,,each,16,1.99
11/19/2021,NATIONAL,VEGETABLES,"LETTUCE, ICEBERG",,,,each,7,1.5
11/19/2021,NATIONAL,VEGETABLES,"LETTUCE, RED LEAF",,,,each,8,1.99
11/19/2021,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",,,,per pound,25,1.49
11/19/2021,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",HEARTS,,,3 count package,448,2.99
11/19/2021,NATIONAL,VEGETABLES,MUSHROOMS,PORTOBELLA,,,8 oz package,17,2.11
11/19/2021,NATIONAL,VEGETABLES,MUSHROOMS,WHITE,,,8 oz package,"2,570",2.03
11/19/2021,NATIONAL,VEGETABLES,MUSHROOMS,WHITE,,,per pound,346,3.48
11/19/2021,NATIONAL,VEGETABLES,MUSTARD,,,,1 lb bag,"1,196",2.5
11/19/2021,NATIONAL,VEGETABLES,MUSTARD,,,,per bunch,991,1.94
11/19/2021,NATIONAL,VEGETABLES,MUSTARD,,,,per pound,494,1.01
11/19/2021,NATIONAL,VEGETABLES,ONIONS GREEN,,,,per bunch,"3,335",0.67
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",GREEN,,,each,"1,056",0.82
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",GREEN,,,per pound,174,1.73
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,,each,"1,332",1.39
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,Greenhouse,each,107,1.67
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,,per pound,19,1.5
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,,each,"1,332",1.39
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,Greenhouse,each,121,1.67
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,,per pound,9,2.17
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,,each,"1,332",1.39
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,Greenhouse,each,121,1.67
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,,per pound,9,2.17
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, OTHER",JALAPENO,,,per pound,"1,155",0.92
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, OTHER",MIXED MINI SWEET TYPES,,,1 lb package,52,2.76
11/19/2021,NATIONAL,VEGETABLES,"PEPPERS, OTHER",SERRANO,,,per pound,24,0.99
11/19/2021,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,each,242,2.5
11/19/2021,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,7,0.5
11/19/2021,NATIONAL,VEGETABLES,RADISHES,,,,1 lb bag,173,1.75
11/19/2021,NATIONAL,VEGETABLES,RADISHES,,,,per bunch,"1,703",0.77
11/19/2021,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,1 lb bag,179,5
11/19/2021,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,10 - 12 oz package,"3,278",2.8
11/19/2021,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,5 - 9 oz package,"4,206",2.94
11/19/2021,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,1 lb package,28,3
11/19/2021,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,10 oz package,191,3.34
11/19/2021,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,5 - 6 oz package,"1,449",2.86
11/19/2021,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,8 oz package,253,2.99
11/19/2021,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,9 oz package,186,3.33
11/19/2021,NATIONAL,VEGETABLES,SQUASH,ACORN,,,per pound,"1,586",0.96
11/19/2021,NATIONAL,VEGETABLES,SQUASH,BUTTERNUT,,,per pound,"1,624",0.94
11/19/2021,NATIONAL,VEGETABLES,SQUASH,GREY,,,per pound,243,0.74
11/19/2021,NATIONAL,VEGETABLES,SQUASH,SPAGHETTI,,,per pound,"1,189",0.95
11/19/2021,NATIONAL,VEGETABLES,SQUASH,YELLOW CROOKNECK/STRAIGHTNECK,,,per pound,"1,886",1.45
11/19/2021,NATIONAL,VEGETABLES,SQUASH,ZUCCHINI,,,per pound,"2,077",1.38
